video_id,title,description,published_at,views,likes,comments,duration,traffic_source,device,duration_sec,year,month,day,weekday,likes_per_view,comments_per_view,video_type,ctr
wfQhzhUNA5g,ANABOLIZANTE pode lascar a sua CABEÇA,Sabia que alguns anabolizantes e esteróides podem afetar sua mente?,2025-01-29 18:32:31+00:00,1863,198,3,PT55S,Unknown,Unknown,55.0,2025,1,29,Wednesday,0.10628019323671498,0.001610305958132045,Short,
-pvR-XwAXUg,Armas no Aikido : Técnicas e Conceitos Explicados | Dojo do Merloto #021,"👉 As armas no Aikido não são apenas acessórios, mas parte fundamental da arte marcial! Neste episódio do Dojo do Merloto, trazemos o Sensei Leonardo Sodré para explorar as três principais armas usadas no Aikido: o bokken (espada), o jô (bastão) e o tantô (faca). Descubra como essas armas são utilizadas em combate, as distâncias de ataque e as estratégias para desarme.

🎯 Destaques do vídeo:

A história e os conceitos do Aikido com armas.
Técnicas básicas e avançadas para espada, bastão e faca.
Demonstrações práticas com explicações detalhadas.
🔔 Não esqueça de deixar seu like, comentar e se inscrever no canal para mais conteúdos sobre artes marciais e treinos! Compartilhe com aquele amigo que curte Aikido! 💥

🎥 Sensei convidado: Leonardo Sodré, do Semeikandojo (Rua Vergueiro, São Paulo).

Compre na Growth Supplements com desconto:
http://gsuplementos.com.br/
Cupom: MERLOTO",2025-01-28 21:45:00+00:00,7618,466,70,PT20M39S,Unknown,Unknown,1239.0,2025,1,28,Tuesday,0.061170911000262534,0.009188763454975058,Longo,
ucdBAK6iA54,A FLEXIBILIDADE DO AIKIDO,Aikido funciona com ou sem armas!,2025-01-28 20:58:27+00:00,1895,236,4,PT45S,Unknown,Unknown,45.0,2025,1,28,Tuesday,0.12453825857519789,0.0021108179419525065,Short,
SkmsF5B1XGY,A grande lição de Renato Cariani...,Renato Cariani diz a Léo Stronda o que aprendeu quando foi injustamente acusado.,2025-01-27 19:29:40+00:00,3202,467,4,PT1M2S,Unknown,Unknown,62.0,2025,1,27,Monday,0.14584634603372892,0.0012492192379762648,Longo,
FrUOxYi-KYs,O perfume genial do Jahba,Léo Stronda e Renato Cariani descobrem o perfume peculiar criado pelo Jahba,2025-01-26 21:27:44+00:00,1309577,112779,380,PT47S,Unknown,Unknown,47.0,2025,1,26,Sunday,0.08611864747166452,0.0002901700320027001,Short,
o4-Uvr2i5oo,AINDA MAIS POLEMICAS: Renato Cariani!  | Fala Monstro Talk Show #018 - Parte 2,"FÁBRICA DE MONSTROS TÁ NO AR!

Seja muito bem-vindo ao seu programa predileto, o Fala Monstro Talk Show, que alegra e inspira todos os domingos. É uma honra e um prazer ter você aqui conosco para mais um episódio especial, onde recebemos convidados que fazem a diferença no mundo maromba. 💪🔥

E hoje é a parte 2 do papo com o Rei Cariri, o cara que vive o esporte com intensidade, que dedicou sua vida inteira a elevar o fisiculturismo e a maromba a um novo patamar. 

Ele foi um dos quem romperam a bolha e levou nossa cultura a outro nível de excelência, conquistando respeito e admiração dentro e fora do mundo fitness. 

Hoje, ele senta com a gente para compartilhar sua história, sua visão e tudo o que torna esse esporte tão especial.

Não perca esse papo e venha se inspirar com com ele, o Rei Cariri! 🚀

Compre GROWTH:
https://gsuplementos.com.br

Compre INSIDER:
https://insiderstore.com.br
Cupom: FABRICADEMONSTROS

Compre Pichau:
https://pichau.com.br

____________________________________________________________

Redes sociais

Leo Stronda
https://instagram.com/leostronda

Renato Cariani
https://instagram.com/renato_cariani

Jhaba Casca Grossa
https://instagram.com/jhaba_cascagrossa",2025-01-26 15:00:07+00:00,318978,20694,465,PT1H58M40S,Unknown,Unknown,7120.0,2025,1,26,Sunday,0.0648759475575118,0.001457780787389726,Longo,
oMwfx6DYJmg,O PONTO FRACO DO CARIANI: PÃO DE QUEIJO! | Monstro na Cozinha #018,"👉 No episódio de hoje do Monstro na Cozinha, Leo Stronda recebe ninguém menos que Renato Cariani para criar uma receita revolucionária: pão de queijo low carb com creatina! Isso mesmo, uma receita fitness que une sabor, proteína e aquele toque anabólico que só o Fábrica de Monstros traz.

🎯 O que você vai ver neste vídeo:

Receita de pão de queijo fitness passo a passo.
Por que creatina é o suplemento mais confiável do mercado.
Dicas de nutrição do Cariani para manter o shape sem abrir mão do sabor.
Muita resenha, histórias engraçadas e curiosidades sobre o universo maromba.
🍳 Ingredientes principais da receita:

Queijo parmesão e provolone.
Ovos frescos.
Pão low carb.
Creatina da Grow Supplements.
🧪 Patrocínio: Grow Supplements — use o cupom do canal para descontos em mais de 300 produtos de qualidade testada.

🔔 Não esqueça de deixar seu like, comentar sua opinião e se inscrever no canal! Mostre que você também é um monstro na cozinha!

CANAL DE CORTES OFICIAL
https://www.youtube.com/@CortesdoFabricaOFICIAL",2025-01-25 15:01:05+00:00,387014,32043,626,PT45M44S,Unknown,Unknown,2744.0,2025,1,25,Saturday,0.08279545442800519,0.0016175125447658225,Longo,
gVLvD3KnNps,O REAL SEGREDO PARA TRINCAR O ABDOMEN,,2025-01-24 15:19:43+00:00,3501,262,0,PT38S,Unknown,Unknown,38.0,2025,1,24,Friday,0.07483576121108254,0.0,Short,
aTbEEQ7gDpE,Quais suplementos REALMENTE valem à pena? | Confia no Doc #020,"Descubra os suplementos alimentares que realmente funcionam e são indispensáveis para alcançar seus objetivos! Neste episódio do Confia no Doc, vamos separar o mito da verdade no mundo dos suplementos. Saiba tudo sobre whey protein, creatina, cafeína, multivitamínicos e mais, além de dicas para garantir que você esteja comprando produtos de qualidade e utilizando de forma segura e eficiente.

💡 Aprenda como cada suplemento pode complementar sua dieta, aumentar sua performance nos treinos e até mesmo ajudar na recuperação muscular e cognitiva.

⚠️ Dicas importantes: Não jogue dinheiro fora com produtos falsificados ou desnecessários. E lembre-se, cada corpo é único, então consulte sempre um médico ou nutricionista antes de começar qualquer suplementação.

📌 Marcas confiáveis, como Growth Supplements, fazem a diferença! Use o cupom DOC para garantir desconto nos seus produtos de alta qualidade.

Deixe nos comentários sua rotina de suplementação e compartilhe sua experiência com a gente!""

Participantes:
Confia no Doc: @confianodoc
Ewerton Oliveira: @ewerton.oliveiras
Gustavo Fontenelle: @drfontenelle

Compre com desconto na Growth Suplementos:
https://gsumplementos.com.br
Cupom: DOC",2025-01-23 21:45:01+00:00,9111,1039,49,PT8M6S,Unknown,Unknown,486.0,2025,1,23,Thursday,0.11403797607287894,0.005378114367248381,Longo,
jSoRkaVCSow,CABO PEREIRA NÃO AGUENTOU O POWERLIFTING,,2025-01-23 15:23:22+00:00,8196,560,7,PT38S,Unknown,Unknown,38.0,2025,1,23,Thursday,0.06832601268911664,0.000854075158613958,Short,
G7FTpMEVUs4,Aprenda como usar suplementos em 1 MINUTO,,2025-01-22 15:38:14+00:00,2631,354,7,PT58S,Unknown,Unknown,58.0,2025,1,22,Wednesday,0.1345496009122007,0.0026605853287723297,Short,
FO5oURiJFuE,Defesa Pessoal com Panantukan: O Boxe Filipino! | Dojo do Merloto #020,"Como você reage em uma situação de perigo? Aprenda agora o poder do Panantukan, o incrível boxe filipino adaptado para o Sotai, com o mestre Ricardo Nakayama! 💥 Neste vídeo, o Dojo do Merloto traz técnicas avançadas de defesa pessoal que utilizam todo o corpo, com conceitos como explosão, fluidez, timing e precisão. Você verá demonstrações de movimentos reais, como o ‘Gantin’ e os drills de fluidez, que podem salvar sua vida em momentos críticos. 🥋

🔗 Neste episódio, você vai aprender:

O que é o Panantukan no Sotai e como ele funciona.
A importância da consciência situacional para evitar riscos.
Técnicas de defesa pessoal eficazes usando as mãos, bastões e até objetos improvisados.
Drills essenciais que tornam a resposta automática e eficiente.
⚠️ Não seja uma vítima: domine o básico, treine como um profissional e eleve sua defesa pessoal a outro nível!

👉 Deixe seu like, comente suas dúvidas ou temas que gostaria de ver, e inscreva-se para não perder nossos próximos vídeos cheios de ação e conhecimento!

Compre na Growth Supplements com desconto:
http://gsuplementos.com.br/
Cupom: MERLOTO",2025-01-21 21:45:00+00:00,7071,348,21,PT31M21S,Unknown,Unknown,1881.0,2025,1,21,Tuesday,0.04921510394569368,0.002969876962240136,Longo,
ri2bqYegLYg,A defesa pessoal começa na PREVENÇÃO,"Muitos acham que arte marcial e defesa pessoal é só conflito e contato, não é! Tudo começa na atenção e prevenção.",2025-01-21 15:05:16+00:00,2246,204,1,PT35S,Unknown,Unknown,35.0,2025,1,21,Tuesday,0.09082813891362422,0.0004452359750667854,Short,
u5qk9uaVD8A,O dia que RENATO CARIANI pegou TOGURO a força numa BOATE.,Lembrando do dia que o Cariani pegou o Toguro da Love Story e levou pra academia!,2025-01-20 15:25:27+00:00,20552,1689,11,PT41S,Unknown,Unknown,41.0,2025,1,20,Monday,0.08218178279486181,0.0005352277150642273,Short,
w4dmBSBnzWw,RENATO CARIANI e JULIO BALESTRIN eram INIMIGOS MORTAIS,Sabia da treta antiga entre Cariani e Balestrin que foi parar na delegacia?,2025-01-19 21:55:57+00:00,41709,3588,21,PT57S,Unknown,Unknown,57.0,2025,1,19,Sunday,0.08602459900740847,0.0005034884557289794,Short,
Zp2YZuq9r38,"DESAFIOS, TRAIÇÕES E RECOMEÇOS: Renato Cariani Conta Tudo!  | Fala Monstro Talk Show #018","FÁBRICA DE MONSTROS TÁ NO AR!

Seja muito bem-vindo ao seu programa predileto, o Fala Monstro Talk Show, que alegra e inspira todos os domingos. É uma honra e um prazer ter você aqui conosco para mais um episódio especial, onde recebemos convidados que fazem a diferença no mundo maromba. 💪🔥

E hoje... hoje é diferente. 
Hoje é dia de areia pesada, de chumbo grosso. 
Recebemos um convidado que dispensa apresentações, mas merece todos os elogios: Renato Cariani. 🏋️‍♂️

Ele é o cara que vive o esporte com intensidade, que dedicou sua vida inteira a elevar o fisiculturismo e a maromba a um novo patamar. 

Ele foi um dos quem romperam a bolha e levou nossa cultura a outro nível de excelência, conquistando respeito e admiração dentro e fora do mundo fitness. 

Hoje, ele senta com a gente para compartilhar sua história, sua visão e tudo o que torna esse esporte tão especial.

Não perca esse papo e venha se inspirar com com ele, o Rei Cariri! 🚀

Compre GROWTH:
https://gsuplementos.com.br

Compre INSIDER:
https://insiderstore.com.br
Cupom: FABRICADEMONSTROS

Compre Pichau:
https://pichau.com.br

____________________________________________________________

Redes sociais

Leo Stronda
https://instagram.com/leostronda

Renato Cariani
https://instagram.com/renato_cariani

Jhaba Casca Grossa
https://instagram.com/jhaba_cascagrossa",2025-01-19 15:00:07+00:00,496174,34843,759,PT1H43M47S,Unknown,Unknown,6227.0,2025,1,19,Sunday,0.07022334906706115,0.0015297053049938127,Longo,
fU2e8IWeAk0,Léo Stronda é um cara muito higiênico e prendado,,2025-01-18 22:12:34+00:00,79437,6756,57,PT36S,Unknown,Unknown,36.0,2025,1,18,Saturday,0.08504852902299936,0.0007175497564107406,Short,
aNebD90KiU4,Mousse do Katoosh COM OVO MEXIDO!! | Monstro na Cozinha #017,"Como manter o shape enquanto se dá a volta ao mundo? 🌎 Os Irmãos do Veleiro Katoosh, Lucas e Neto, revelam sua receita secreta: um mousse proteico fácil, rápido e perfeito para quem está de dieta ou viajando! 🍫 Aprenda a preparar essa delícia fitness com ingredientes simples (ovo, cacau, mel) e dicas para turbinar sua alimentação! Além disso, descubra histórias incríveis da jornada de veleiro desses monstros que já rodaram mais de 50 países em alto-mar! ⚓🎉

Acompanhe o Katoosh nesse fim de trajetória cruzando o oceano:
https://www.instagram.com/veleiro.katoosh/",2025-01-18 15:00:02+00:00,68647,5946,143,PT44M50S,Unknown,Unknown,2690.0,2025,1,18,Saturday,0.08661704080294842,0.002083120893848238,Longo,
Fa7PvEWctwY,Como usar UM CINTO para crescer as COSTAS,Sabia que com apenas um cinto você pode ficar com dorsais monstruosas em casa?,2025-01-17 15:34:57+00:00,10851,661,11,PT41S,Unknown,Unknown,41.0,2025,1,17,Friday,0.06091604460418395,0.0010137314533222744,Short,
f-uZaQK2C6I,Top 10 Barras Mais Insanas da Calistenia – Qual Você Consegue Fazer? | Mundo Calistenia #017,"🚀 Qual é a barra mais difícil que você consegue fazer? Neste vídeo, Mesquita apresenta o Top 10 das barras mais insanas da calistenia – da clássica barra fixa até movimentos extremos como front lever e barra com dedos! 💥

🌟 Quer evoluir no treino? Veja dicas para cada nível, aprenda as variações e descubra como essas barras podem transformar sua força e explosão muscular.

📌 Ranking completo:
1️⃣ Barra clássica (pronada/supinada).
2️⃣ Barra com colete de peso.
3️⃣ Barra com palmas.
4️⃣ Barra para iniciantes subindo na barra.
5️⃣ Barra explosiva (até o umbigo).
6️⃣ Barra tuck pull-up (joelhos no peito).
7️⃣ Barra negativa unilateral.
8️⃣ Barra explosiva tocando os pés.
9️⃣ Barra no front lever.
🔟 Barra com dois dedos – ou seria dedo de titânio? 💪

🎯 Dica bônus: Use elásticos para progredir nos movimentos mais avançados!

🔔 Não esqueça de usar o cupom MESQUITA para desconto nos produtos Growth e Cornedi

💬 Qual dessas barras é a sua favorita? Deixe nos comentários!

Compre na Growth com desconto:
https://gsuplementos.com.br
Cupom: MESQUITA",2025-01-17 09:45:03+00:00,31372,329,9,PT14M6S,Unknown,Unknown,846.0,2025,1,17,Friday,0.010487058523524162,0.000286880020400357,Longo,
fGa79Kub9HI,DESAFIO DO PR: COMO É COMEÇAR NO POWERLIFTING? | PowerBuilder #018,"Hoje é dia de treino técnico de Powerlifting no canal! 🏋️‍♂️ O Iago trouxe duas iniciantes, Monalisa e Carmen, para experimentar agachamento, supino e deadlift pela primeira vez! 😱 Será que elas vão conseguir encarar o peso pesado e bater o tão sonhado PR (Personal Record)?

Neste vídeo você vai aprender:
✅ Como ajustar a postura no agachamento;
✅ Técnicas para melhorar no supino;
✅ Dicas de pegada e movimentação no deadlift;
✅ A importância do bracing e do uso do cinto.

Com a ajuda da treinadora Alice, mostramos que powerlifting não é só força, mas técnica e determinação! 💪

🌟 Quer começar no Powerlifting? Compartilhe suas dúvidas nos comentários e não esqueça de se inscrever para acompanhar mais vídeos como este!

Compre na Growth com desconto:
https://gsuplementos.com.br
Cupom: IAGO",2025-01-16 21:45:02+00:00,7274,684,29,PT43M53S,Unknown,Unknown,2633.0,2025,1,16,Thursday,0.09403354412977728,0.0039868023095958206,Longo,
BpJX4tlpK_o,MONALISA MAROMBA,,2025-01-16 15:29:02+00:00,37174,2124,64,PT31S,Unknown,Unknown,31.0,2025,1,16,Thursday,0.05713670845214397,0.001721633399687954,Short,
hrskLL8Hkag,O Que São Pró-Hormônios e Por Que Você Deve Ter Cuidado? | Confia no Doc #019,"Pró-Hormônios: Tudo o Que Você Precisa Saber Antes de Usar!

No episódio de hoje do Confia no Doc, vamos descomplicar um dos assuntos mais polêmicos do mundo fitness: pró-hormônios! 💊
Eles prometem resultados milagrosos, mas será que são seguros? Entenda como essas substâncias funcionam, os riscos para o fígado, ginecomastia, infertilidade e muito mais.

💡 Pontos principais do vídeo:

O que são pró-hormônios e como eles agem no corpo.
Riscos e efeitos colaterais (incluindo toxicidade hepática).
Será que vale a pena?
Dicas para crescer com segurança, sem colocar a saúde em risco.
⚠️ Atenção: Antes de pensar em usar qualquer substância, busque orientação médica!

💥 Cupom de Desconto GROWTH: Use DOC para garantir descontos exclusivos nos produtos da Groph e investir no que realmente importa.

Compre com desconto na Growth Suplementos:
https://gsumplementos.com.br
Cupom: DOC",2025-01-15 21:45:05+00:00,4392,568,16,PT8M8S,Unknown,Unknown,488.0,2025,1,15,Wednesday,0.12932604735883424,0.0036429872495446266,Longo,
zgz9JdKx0fA,VOCÊ NÃO ESTÁ EM OVERTRAINING!,Muitos dizem entrar em overtraining... Será? O Confia no Doc responde,2025-01-15 15:55:02+00:00,3058,320,13,PT36S,Unknown,Unknown,36.0,2025,1,15,Wednesday,0.10464355788096795,0.004251144538914323,Short,
qnrtkYX4cK0,Desafios extremos no parkour: Como escapar de um perseguidor! | DOJO DO MERLOTO #019,"🔥 Desafios no Parkour! Hoje no Dojo do Merloto, fui desafiado a superar obstáculos insanos no parkour. 🏃‍♂️💨 Desde saltos de precisão até escalar a temida grande rampa, enfrentei meus maiores medos e testei minha força e agilidade. Será que consegui escapar do ""cachorro"" e superar o instrutor? E ainda tivemos uma surpresa: o cinegrafista se juntou ao desafio! 🤯

🌟 Assista ao vídeo completo para ver:

Como superar obstáculos de forma eficiente.
Técnicas de parkour que você pode aplicar no seu treino.
Momentos de pura adrenalina e diversão.
🗣️ Deixe seu comentário: Qual foi o desafio mais incrível? Já tentou algo parecido?

📍 Local: Parkour City (Shopping Trimais, Tucuruvi – SP), a maior academia de parkour do Brasil!

👉 Não esqueça de curtir, se inscrever no canal e ativar o sininho para mais desafios épicos no Dojo do Merloto!

💪 Fábrica de Monstros: Vamos juntos rumo à evolução!

Compre na Growth Supplements com desconto:
http://gsuplementos.com.br/
Cupom: MERLOTO",2025-01-14 21:45:01+00:00,2855,311,26,PT17M51S,Unknown,Unknown,1071.0,2025,1,14,Tuesday,0.10893169877408056,0.009106830122591943,Longo,
Q4KunZfnlAo,O dia que DANIEL BIANCHI apanhou de um UBER,Já imaginou apanhar de um UBER? Isso aconteceu com o Daniel Bianchi! Já passou por algo parecido?,2025-01-14 16:03:43+00:00,15706,826,40,PT26S,Unknown,Unknown,26.0,2025,1,14,Tuesday,0.052591366356806314,0.0025467974022666496,Short,
T0qzPy_nxIk,Como namorar em alto mar,Léo Stronda faz pergunta intima aos irmãos Katoosh sobre como é o relacionamento deles em alto mar e acabou descobrindo algo bizarro!,2025-01-13 15:24:48+00:00,113952,8197,17,PT50S,Unknown,Unknown,50.0,2025,1,13,Monday,0.07193379668632406,0.00014918562201628757,Short,
fo0lYuMLP_k,Eles RODAM o MUNDO em um VELEIRO e ainda colocaram o SHAPE - KATOOSH!  | Fala Monstro Talk Show #017,"Prepare-se para uma conversa inspiradora e cheia de histórias incríveis! Neste episódio especial do Fábrica de Monstros, Leo Stronda recebe Neto e Lucas, os irmãos por trás do canal Katoosh, que há 7 anos vivem a bordo de um veleiro e exploram o mundo. 

Eles compartilham como começou essa aventura épica, revelam destinos que poucas pessoas conhecem e explicam como conseguem manter o shape trincado enquanto vivem no mar! 

Saiba mais sobre a dieta improvisada, os desafios dos treinos em um barco e muito mais. Não perca esse papo que mistura aventura, fitness e motivação!""

Leo Stronda:
https://instagram.com/leostronda

Katoosh:
https://instagram.com/veleiro.katoosh

Compre na GROWTH:
https://gsuplementos.com.br",2025-01-12 15:00:47+00:00,144035,8599,276,PT2H9M46S,Unknown,Unknown,7786.0,2025,1,12,Sunday,0.05970076717464505,0.0019162009233866769,Longo,
5ZjQQPZIsMA,como usar o LÁ ELE CORRETAMENTE,"Pare imediatamente de usar o ""lá ele"" errado! Deixe um baiano te explicar!",2025-01-11 21:45:00+00:00,22882,2916,26,PT47S,Unknown,Unknown,47.0,2025,1,11,Saturday,0.1274364129009702,0.001136264312560091,Short,
iIRG4l2TEIc,Tortuguita Transformou a Cocada Baiana em uma Bomba de Proteína! | Monstro na Cozinha #016,"Hoje, o Monstro na Cozinha está diferente, com um toque da Bahia! 🥥🔥 O Leo Stronda trouxe ninguém menos que o Tortuguita, direto da Linha 8, para criar uma receita única e monstrona: uma Cocada Proteica que mistura a tradição baiana com o melhor da dieta maromba.

Nesta receita você vai aprender: ✅ Como transformar uma sobremesa típica em uma bomba de proteínas!
✅ Dicas de ingredientes saudáveis e saborosos, como o Whey Growth.
✅ Curiosidades sobre a Bahia e o famoso ""La Ele""!

🔪 Ingredientes principais:

Coco ralado 🥥
Leite de coco 🥛
Whey Protein Growth de baunilha 🍨
E aquele toque especial da criatividade maromba!
💬 Assista até o final para ver a reação do Tortuguita e do Leo ao provar essa criação absurda!

👉 Use o CUPOM: TORTUGUITA na loja da Growth (gsuplementos.com.br) e garanta um desconto monstro nos melhores suplementos do Brasil e do mundo!

⚡ Receita funcional, saborosa e fácil de fazer. Bora comer bem e ficar monstro!

📲 Gostou? Comenta aí o que achou e não esquece de deixar aquele LIKE e SE INSCREVER no canal Fábrica de Monstros!",2025-01-11 15:00:53+00:00,28753,2799,115,PT30M56S,Unknown,Unknown,1856.0,2025,1,11,Saturday,0.09734636385768441,0.0039995826522449835,Longo,
